2017-02-20T18:32:32+0100,1275
2017-02-20T18:33:32+0100,1422
2017-02-20T18:34:32+0100,816
2017-02-20T18:35:32+0100,263
2017-02-20T18:36:32+0100,1352
2017-02-20T18:37:32+0100,1349
2017-02-20T18:38:32+0100,700
2017-02-20T18:39:32+0100,1345
2017-02-20T18:40:32+0100,391
2017-02-20T18:41:32+0100,691
2017-02-20T18:42:32+0100,1151
2017-02-20T18:43:32+0100,280
2017-02-20T18:44:32+0100,1404
2017-02-20T18:45:32+0100,310
2017-02-20T18:46:32+0100,882
2017-02-20T18:47:32+0100,1263
2017-02-20T18:48:32+0100,599
2017-02-20T18:49:32+0100,1312
2017-02-20T18:50:32+0100,1453
2017-02-20T18:51:32+0100,1287
2017-02-20T18:52:32+0100,509
2017-02-20T18:53:32+0100,1165
2017-02-20T18:54:32+0100,917
2017-02-20T18:55:32+0100,1176
2017-02-20T18:56:32+0100,837
2017-02-20T18:57:32+0100,586
2017-02-20T18:58:32+0100,446
2017-02-20T18:59:32+0100,600
2017-02-20T19:00:32+0100,434
2017-02-20T19:01:32+0100,719
2017-02-20T19:02:32+0100,717
2017-02-20T19:03:32+0100,377
2017-02-20T19:04:32+0100,958
2017-02-20T19:05:32+0100,656
2017-02-20T19:06:32+0100,739
2017-02-20T19:07:32+0100,861
2017-02-20T19:08:32+0100,1490
2017-02-20T19:09:32+0100,1091
2017-02-20T19:10:32+0100,292
2017-02-20T19:11:32+0100,408
2017-02-20T19:12:32+0100,409
2017-02-20T19:13:32+0100,389
2017-02-20T19:14:32+0100,1249
2017-02-20T19:15:32+0100,419
2017-02-20T19:16:32+0100,622
2017-02-20T19:17:32+0100,305
2017-02-20T19:18:32+0100,921
2017-02-20T19:19:32+0100,880
2017-02-20T19:20:32+0100,1239
2017-02-20T19:21:32+0100,249
2017-02-20T19:22:32+0100,283
2017-02-20T19:23:32+0100,1368
2017-02-20T19:24:32+0100,920
2017-02-20T19:25:32+0100,1387
2017-02-20T19:26:32+0100,273
2017-02-20T19:27:32+0100,599
2017-02-20T19:28:32+0100,436
2017-02-20T19:29:32+0100,752
2017-02-20T19:30:32+0100,1225
2017-02-20T19:31:32+0100,560
2017-02-20T19:32:33+0100,1077
2017-02-20T19:33:33+0100,611
2017-02-20T19:34:33+0100,531
2017-02-20T19:35:33+0100,704
2017-02-20T19:36:33+0100,214
2017-02-20T19:37:33+0100,1375
2017-02-20T19:38:33+0100,1153
2017-02-20T19:39:33+0100,689
2017-02-20T19:40:33+0100,904
2017-02-20T19:41:33+0100,1400
2017-02-20T19:42:33+0100,243
2017-02-20T19:43:33+0100,808
2017-02-20T19:44:33+0100,825
2017-02-20T19:45:33+0100,1202
2017-02-20T19:46:33+0100,1360
2017-02-20T19:47:33+0100,1396
2017-02-20T19:48:33+0100,584
2017-02-20T19:49:33+0100,1494
2017-02-20T19:50:33+0100,359
2017-02-20T19:51:33+0100,224
2017-02-20T19:52:33+0100,794
2017-02-20T19:53:33+0100,390
2017-02-20T19:54:33+0100,928
2017-02-20T19:55:33+0100,566
2017-02-20T19:56:33+0100,1071
2017-02-20T19:57:33+0100,472
2017-02-20T19:58:33+0100,216
2017-02-20T19:59:33+0100,1200
2017-02-20T20:00:33+0100,1176
2017-02-20T20:01:33+0100,1286
2017-02-20T20:02:33+0100,1212
2017-02-20T20:03:33+0100,241
2017-02-20T20:04:33+0100,383
2017-02-20T20:05:33+0100,324
2017-02-20T20:06:33+0100,972
2017-02-20T20:07:33+0100,338
2017-02-20T20:08:33+0100,551
2017-02-20T20:09:33+0100,1331
2017-02-20T20:10:33+0100,670
2017-02-20T20:11:33+0100,1186
